"AnswerId","JobName","Worker","Status","WorkDurationInSeconds","TaskReservedTime","TaskStartedTime","AnswerSubmittedTime","AnswerAcceptedTime","AnswerRejectedTime","ScheduledAutoApprovalTime","ScheduledAutoRejectionTime","Answer.1:sliders","Answer.2:sliders","Answer.3:sliders","Answer.4:sliders","Answer.5:sliders","Answer.6:sliders","Answer.7:sliders","Answer.8:sliders","DynamicContent.audio1","DynamicContent.audio2","DynamicContent.audio3","DynamicContent.audio4","DynamicContent.audio5","DynamicContent.audio6","DynamicContent.audio7","DynamicContent.audio8"
"D5F1F2F5AF77713","Sympathie_2016-11-02T12:35:49.155Z","1BDB099C82","ACCEPTED","154","2016.12.07 02:18:04 +0000","2016.12.07 02:18:05 +0000","2016.12.07 02:20:39 +0000","2016.12.09 11:49:53 +0000","","2016.12.12 02:20:39 +0000","2016.12.09 02:20:39 +0000","69","85","93","86","47","58","47","76","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd"
"E9A2576D473CBD2","Sympathie_2016-11-02T12:35:49.155Z","D7D5201848","ACCEPTED","191","2016.12.07 14:40:37 +0000","2016.12.07 14:40:37 +0000","2016.12.07 14:43:49 +0000","2016.12.09 11:49:53 +0000","","2016.12.12 14:43:49 +0000","2016.12.09 14:43:49 +0000","34","66","68","42","41","62","75","101","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/c7791b7c0d0aae3cd3145c034cb14f0d"
"A62163129A0B785","Sympathie_2016-11-02T12:35:49.155Z","6320E1F843","ACCEPTED","97","2016.12.08 03:17:42 +0000","2016.12.08 03:17:43 +0000","2016.12.08 03:19:21 +0000","2016.12.09 11:49:53 +0000","","2016.12.13 03:19:21 +0000","2016.12.10 03:19:21 +0000","18","50","67","64","64","43","32","101","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/bb18fe2db4a66ea688fab135c5f227c8"
"AD5D32F70C88463","Sympathie_2016-11-02T12:35:49.155Z","8C6A298C54","ACCEPTED","77","2016.12.08 03:24:00 +0000","2016.12.08 03:24:00 +0000","2016.12.08 03:25:18 +0000","2016.12.09 11:49:53 +0000","","2016.12.13 03:25:18 +0000","2016.12.10 03:25:18 +0000","31","65","33","22","76","64","60","45","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734"
"370E8F3A6987D9C","Sympathie_2016-11-02T12:35:49.155Z","8B255743C2","ACCEPTED","124","2016.12.08 11:49:48 +0000","2016.12.08 11:49:48 +0000","2016.12.08 11:51:53 +0000","2016.12.09 11:49:53 +0000","","2016.12.13 11:51:53 +0000","2016.12.10 11:51:53 +0000","69","51","76","28","58","53","74","101","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/8d1af2740d9a630cd93429109931f06a"
"E7F8E7C4E81ED02","Sympathie_2016-11-02T12:35:49.155Z","E8B5804712","ACCEPTED","56","2016.12.08 19:07:41 +0000","2016.12.08 19:07:42 +0000","2016.12.08 19:08:38 +0000","2016.12.09 11:49:53 +0000","","2016.12.13 19:08:38 +0000","2016.12.10 19:08:38 +0000","71","60","46","90","38","88","74","69","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a"
"CC57D02EAEF183F","Sympathie_2016-11-02T12:35:49.155Z","64FC5F681E","ACCEPTED","109","2016.12.08 20:06:47 +0000","2016.12.08 20:06:47 +0000","2016.12.08 20:08:36 +0000","2016.12.09 11:49:53 +0000","","2016.12.13 20:08:36 +0000","2016.12.10 20:08:36 +0000","59","66","71","40","58","37","21","0","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/773ffdc04cee5faf968fb1c95631499d"
"230415CFF0FEEFA","Sympathie_2016-11-02T12:35:49.155Z","53496BE3CD","ACCEPTED","90","2016.12.09 14:22:53 +0000","2016.12.09 14:22:53 +0000","2016.12.09 14:24:23 +0000","2016.12.13 13:41:58 +0000","","2016.12.14 14:24:23 +0000","2016.12.11 14:24:23 +0000","39","51","21","70","42","37","57","101","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/082dfae525484fd2cdd5de4f31c959c2"
"1D2BBEE7989D846","Sympathie_2016-11-02T12:35:49.155Z","FAB2394369","ACCEPTED","65","2016.12.09 17:10:52 +0000","2016.12.09 17:10:52 +0000","2016.12.09 17:11:57 +0000","2016.12.13 13:41:58 +0000","","2016.12.14 17:11:57 +0000","2016.12.11 17:11:57 +0000","65","32","64","65","30","62","48","0","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/795f36661c38fd8d8c5bac23ee671dba"
"A69B0BE6BFC692B","Sympathie_2016-11-02T12:35:49.155Z","B039418D76","ACCEPTED","150","2016.12.09 17:26:45 +0000","2016.12.09 17:26:45 +0000","2016.12.09 17:29:15 +0000","2016.12.13 13:41:58 +0000","","2016.12.14 17:29:15 +0000","2016.12.11 17:29:15 +0000","63","35","43","70","31","63","24","30","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2"
"3C78521224DBB10","Sympathie_2016-11-02T12:35:49.155Z","BB71E5D7E3","ACCEPTED","64","2016.12.09 17:42:17 +0000","2016.12.09 17:42:17 +0000","2016.12.09 17:43:22 +0000","2016.12.13 13:41:58 +0000","","2016.12.14 17:43:22 +0000","2016.12.11 17:43:22 +0000","30","63","35","37","66","56","38","101","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/8b15754ad4a8c94af4d588547740eae5"
"28DE7B7425B6CBE","Sympathie_2016-11-02T12:35:49.155Z","EE8CDC0320","ACCEPTED","77","2016.12.10 14:33:12 +0000","2016.12.10 14:33:12 +0000","2016.12.10 14:34:30 +0000","2016.12.13 13:41:58 +0000","","2016.12.15 14:34:30 +0000","2016.12.12 14:34:30 +0000","49","79","46","25","67","31","75","0","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/2cadf7d756ae53dc25540dd470d5effa"
"45B08D91F834279","Sympathie_2016-11-02T12:35:49.155Z","195690E2FD","ACCEPTED","198","2016.12.10 18:38:40 +0000","2016.12.10 18:38:47 +0000","2016.12.10 18:42:05 +0000","2016.12.13 13:41:58 +0000","","2016.12.15 18:42:05 +0000","2016.12.12 18:42:05 +0000","86","88","81","92","67","86","70","0","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/12db3ac4e26e74ac5f3bb219242a7f69"
"77DD73DC7ADD6A7","Sympathie_2016-11-02T12:35:49.155Z","31F667F7B5","ACCEPTED","73","2016.12.10 21:58:29 +0000","2016.12.10 21:58:29 +0000","2016.12.10 21:59:42 +0000","2016.12.13 13:41:58 +0000","","2016.12.15 21:59:42 +0000","2016.12.12 21:59:42 +0000","69","41","40","35","55","63","65","0","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/fe487195be58918bdff9ea1b66440df0"
"890EFDBDF2AC043","Sympathie_2016-11-02T12:35:49.155Z","36EC3C8733","ACCEPTED","102","2016.12.11 15:51:31 +0000","2016.12.11 15:51:32 +0000","2016.12.11 15:53:15 +0000","2016.12.13 13:41:58 +0000","","2016.12.16 15:53:15 +0000","2016.12.13 15:53:15 +0000","82","76","77","88","81","73","93","89","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146"
"1F8C83E7527B46D","Sympathie_2016-11-02T12:35:49.155Z","89FA7B9F13","ACCEPTED","60","2016.12.11 20:19:12 +0000","2016.12.11 20:19:12 +0000","2016.12.11 20:20:12 +0000","2016.12.13 13:41:58 +0000","","2016.12.16 20:20:12 +0000","2016.12.13 20:20:12 +0000","76","43","34","22","54","79","41","68","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70"
"9CF190ECBA2906D","Sympathie_2016-11-02T12:35:49.155Z","1F1B657985","ACCEPTED","85","2016.12.11 22:20:58 +0000","2016.12.11 22:20:58 +0000","2016.12.11 22:22:24 +0000","2016.12.13 13:41:58 +0000","","2016.12.16 22:22:24 +0000","2016.12.13 22:22:24 +0000","83","12","90","0","71","14","39","0","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/6282321fa97d9b122e0cb0231e48d5f5"
"3843159A551C6B2","Sympathie_2016-11-02T12:35:49.155Z","F8C619B8E7","ACCEPTED","94","2016.12.12 16:12:31 +0000","2016.12.12 16:12:33 +0000","2016.12.12 16:14:08 +0000","2016.12.13 13:41:58 +0000","","2016.12.17 16:14:08 +0000","2016.12.14 16:14:08 +0000","85","76","93","63","29","76","75","38","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146"
"955D80C351F9F17","Sympathie_2016-11-02T12:35:49.155Z","83CC17D313","ACCEPTED","59","2016.12.12 20:44:56 +0000","2016.12.12 20:44:56 +0000","2016.12.12 20:45:56 +0000","2016.12.13 13:41:58 +0000","","2016.12.17 20:45:56 +0000","2016.12.14 20:45:56 +0000","84","91","36","79","17","60","73","23","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2"
"5AF566D04D98DCF","Sympathie_2016-11-02T12:35:49.155Z","448394EF8E","ACCEPTED","54","2016.12.14 01:25:51 +0000","2016.12.14 01:25:51 +0000","2016.12.14 01:26:46 +0000","2016.12.15 08:13:20 +0000","","2016.12.19 01:26:46 +0000","2016.12.16 01:26:46 +0000","74","92","26","68","66","79","51","58","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c"
"53FDFF37BB518A7","Sympathie_2016-11-02T12:35:49.155Z","96A184FD87","ACCEPTED","115","2017.01.12 12:46:07 +0000","2017.01.12 12:46:07 +0000","2017.01.12 12:48:03 +0000","2017.01.16 07:34:25 +0000","","2017.01.17 12:48:03 +0000","2017.01.14 12:48:03 +0000","60","40","47","59","60","66","63","58","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734"
"2437B5BF61D218F","Sympathie_2016-11-02T12:35:49.155Z","1883B182D4","ACCEPTED","63","2017.01.16 12:40:38 +0000","2017.01.16 12:40:39 +0000","2017.01.16 12:41:42 +0000","2017.01.18 13:34:01 +0000","","2017.01.21 12:41:42 +0000","2017.01.18 12:41:42 +0000","88","62","62","75","68","49","74","36","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c"
"E8DB955AF7FB76B","Sympathie_2016-11-02T12:35:49.155Z","BFB88A5651","ACCEPTED","111","2017.01.17 00:04:55 +0000","2017.01.17 00:04:55 +0000","2017.01.17 00:06:47 +0000","2017.01.18 13:34:01 +0000","","2017.01.22 00:06:47 +0000","2017.01.19 00:06:47 +0000","40","57","48","29","71","55","45","65","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e"
"324E59131FAFC23","Sympathie_2016-11-02T12:35:49.155Z","0BB7D247F6","ACCEPTED","114","2017.01.17 06:41:22 +0000","2017.01.17 06:41:23 +0000","2017.01.17 06:43:17 +0000","2017.01.18 13:34:01 +0000","","2017.01.22 06:43:17 +0000","2017.01.19 06:43:17 +0000","71","79","71","32","54","75","75","101","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/bb18fe2db4a66ea688fab135c5f227c8"
"1567E5AD2792880","Sympathie_2016-11-02T12:35:49.155Z","539B68F9DD","ACCEPTED","76","2017.01.18 21:13:26 +0000","2017.01.18 21:13:26 +0000","2017.01.18 21:14:42 +0000","2017.01.20 13:53:11 +0000","","2017.01.23 21:14:42 +0000","2017.01.20 21:14:42 +0000","71","18","63","69","40","35","58","77","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb"
"F7FD3BF7D74B14E","Sympathie_2016-11-02T12:35:49.155Z","232BA5DFE0","ACCEPTED","52","2017.01.18 22:04:29 +0000","2017.01.18 22:04:29 +0000","2017.01.18 22:05:22 +0000","2017.01.20 13:53:11 +0000","","2017.01.23 22:05:22 +0000","2017.01.20 22:05:22 +0000","56","73","17","61","44","59","42","47","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e"
"F15C6E48B80E393","Sympathie_2016-11-02T12:35:49.155Z","68ABF56035","ACCEPTED","132","2017.01.20 13:46:36 +0000","2017.01.20 13:46:36 +0000","2017.01.20 13:48:49 +0000","2017.01.20 13:53:12 +0000","","2017.01.25 13:48:49 +0000","2017.01.22 13:48:49 +0000","67","59","72","73","17","94","34","101","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/6edfd07a92daad731a6f9f401471c260"
"D7677666CC21C2F","Sympathie_2016-11-02T12:35:49.155Z","B4ABC8B476","AUTOMATICALLY_ACCEPTED","72","2017.01.21 12:53:27 +0000","2017.01.21 12:53:27 +0000","2017.01.21 12:54:39 +0000","2017.01.26 13:00:00 +0000","","2017.01.26 12:54:39 +0000","2017.01.23 12:54:39 +0000","21","20","63","70","20","30","8","101","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/6edfd07a92daad731a6f9f401471c260"
