"AnswerId","JobName","Worker","Status","WorkDurationInSeconds","TaskReservedTime","TaskStartedTime","AnswerSubmittedTime","AnswerAcceptedTime","AnswerRejectedTime","ScheduledAutoApprovalTime","ScheduledAutoRejectionTime","Answer.2:selections","Answer.3:sliders","Answer.4:selections","DynamicContent.audioSamples"
"2D0F79E841790A5","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","21","2016.08.31 07:52:09 +0000","2016.08.31 07:52:09 +0000","2016.08.31 07:52:31 +0000","2016.09.01 10:40:30 +0000","","2016.09.05 07:52:31 +0000","1970.01.01 00:00:00 +0000","0","120","2","https://api.crowdee.de/v1/files/3ef0d4c798773f497c6af80b001e1dcd"
"29E5B9DC45EFC08","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","29","2016.08.31 07:52:40 +0000","2016.08.31 07:52:54 +0000","2016.08.31 07:53:24 +0000","2016.09.01 10:40:30 +0000","","2016.09.05 07:53:24 +0000","1970.01.01 00:00:00 +0000","0","52","2","https://api.crowdee.de/v1/files/f691edd8f2275268403e8682a7662d61"
"75871508786186B","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","20","2016.08.31 07:53:25 +0000","2016.08.31 07:53:26 +0000","2016.08.31 07:53:46 +0000","2016.09.01 10:40:30 +0000","","2016.09.05 07:53:46 +0000","1970.01.01 00:00:00 +0000","0","71","2","https://api.crowdee.de/v1/files/687e45b93006ec2e85e6184726175313"
"03269D7A8A1E306","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","21","2016.08.31 07:53:48 +0000","2016.08.31 07:53:49 +0000","2016.08.31 07:54:11 +0000","2016.09.01 10:40:30 +0000","","2016.09.05 07:54:11 +0000","1970.01.01 00:00:00 +0000","0","53","2","https://api.crowdee.de/v1/files/49f6738f915fbc5d868c2be0e6d81e6c"
"919ACAB7B7FC54B","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","21","2016.08.31 07:55:59 +0000","2016.08.31 07:55:59 +0000","2016.08.31 07:56:20 +0000","2016.09.01 10:40:30 +0000","","2016.09.05 07:56:20 +0000","1970.01.01 00:00:00 +0000","0","57","2","https://api.crowdee.de/v1/files/687e45b93006ec2e85e6184726175313"
"763B209236DD9CF","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","19","2016.08.31 07:56:22 +0000","2016.08.31 07:56:23 +0000","2016.08.31 07:56:42 +0000","2016.09.01 10:40:30 +0000","","2016.09.05 07:56:42 +0000","1970.01.01 00:00:00 +0000","0","100","2","https://api.crowdee.de/v1/files/5f5e238d78b417da1acc4ae04373ad31"
"BF358A8CE18C1A9","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","36","2016.08.31 07:57:00 +0000","2016.08.31 07:57:20 +0000","2016.08.31 07:57:57 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 07:57:57 +0000","1970.01.01 00:00:00 +0000","0","75","2","https://api.crowdee.de/v1/files/677091b68c861fc8497e1ac3d143d3da"
"1FF032BFDF94A38","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","24","2016.08.31 07:57:58 +0000","2016.08.31 07:57:58 +0000","2016.08.31 07:58:23 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 07:58:23 +0000","1970.01.01 00:00:00 +0000","0","54","2","https://api.crowdee.de/v1/files/1ae0182c93e5904f4c2289344a86ebe1"
"3AA27FC2A41D872","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","20","2016.08.31 07:58:24 +0000","2016.08.31 07:58:25 +0000","2016.08.31 07:58:46 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 07:58:46 +0000","1970.01.01 00:00:00 +0000","0","60","2","https://api.crowdee.de/v1/files/112f95c9ef8b12fa658e1b8351c799b8"
"39A46FAC2DA0D0B","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","32","2016.08.31 08:00:03 +0000","2016.08.31 08:00:04 +0000","2016.08.31 08:00:36 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 08:00:36 +0000","1970.01.01 00:00:00 +0000","0","136","2","https://api.crowdee.de/v1/files/7afeca46645e84ed14f501da784b46ed"
"CB34B3D2130C590","Sympathie_2016-07-19T09:06:50.175Z","39ABEDDDC5","ACCEPTED","20","2016.08.31 08:00:37 +0000","2016.08.31 08:00:38 +0000","2016.08.31 08:00:58 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 08:00:58 +0000","1970.01.01 00:00:00 +0000","0","53","2","https://api.crowdee.de/v1/files/d31ffe1dcaf11fb7ab9f51727308a774"
"2C310B6E6F50C9B","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","40","2016.08.31 09:15:10 +0000","2016.08.31 09:15:10 +0000","2016.08.31 09:15:51 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:15:51 +0000","1970.01.01 00:00:00 +0000","0","1","2","https://api.crowdee.de/v1/files/5f5e238d78b417da1acc4ae04373ad31"
"7EDE091A20BF614","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","32","2016.08.31 09:15:52 +0000","2016.08.31 09:15:53 +0000","2016.08.31 09:16:25 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:16:25 +0000","1970.01.01 00:00:00 +0000","0","1","2","https://api.crowdee.de/v1/files/2ab2b8c377221232bf3ef0b78ac5850f"
"50E3976F91AD1E1","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","22","2016.08.31 09:16:27 +0000","2016.08.31 09:16:27 +0000","2016.08.31 09:16:50 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:16:50 +0000","1970.01.01 00:00:00 +0000","0","1","2","https://api.crowdee.de/v1/files/94c85d822949d03d165b014507f527b5"
"A462F2A1C322B7D","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","25","2016.08.31 09:16:52 +0000","2016.08.31 09:16:52 +0000","2016.08.31 09:17:18 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:17:18 +0000","1970.01.01 00:00:00 +0000","0","201","2","https://api.crowdee.de/v1/files/2ab2b8c377221232bf3ef0b78ac5850f"
"4C576F98CC0EAB4","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","24","2016.08.31 09:17:20 +0000","2016.08.31 09:17:20 +0000","2016.08.31 09:17:45 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:17:45 +0000","1970.01.01 00:00:00 +0000","0","83","2","https://api.crowdee.de/v1/files/faae4b7e06d3e666c2c698da22e74842"
"78F5529C8E36B30","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","15","2016.08.31 09:17:46 +0000","2016.08.31 09:17:46 +0000","2016.08.31 09:18:02 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:18:02 +0000","1970.01.01 00:00:00 +0000","0","143","2","https://api.crowdee.de/v1/files/d31ffe1dcaf11fb7ab9f51727308a774"
"B5312BF90452826","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","14","2016.08.31 09:18:03 +0000","2016.08.31 09:18:04 +0000","2016.08.31 09:18:18 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:18:18 +0000","1970.01.01 00:00:00 +0000","0","30","2","https://api.crowdee.de/v1/files/5fe5ccbc32616786639e1f0e3b12a31e"
"12A53C2999795E1","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","14","2016.08.31 09:18:19 +0000","2016.08.31 09:18:20 +0000","2016.08.31 09:18:35 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:18:35 +0000","1970.01.01 00:00:00 +0000","0","56","2","https://api.crowdee.de/v1/files/705804f4db2b8da54a9db8261eaad95d"
"47587E673E7597A","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","14","2016.08.31 09:18:36 +0000","2016.08.31 09:18:36 +0000","2016.08.31 09:18:51 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:18:51 +0000","1970.01.01 00:00:00 +0000","0","159","2","https://api.crowdee.de/v1/files/cbe4017a5424e1a26094a37e9f15edf3"
"408631E625A8134","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","13","2016.08.31 09:18:52 +0000","2016.08.31 09:18:53 +0000","2016.08.31 09:19:07 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:19:07 +0000","1970.01.01 00:00:00 +0000","0","162","2","https://api.crowdee.de/v1/files/6abbcbda295934d860f12b9b9b27a07f"
"AD04B2C1CC9D558","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","13","2016.08.31 09:19:57 +0000","2016.08.31 09:19:58 +0000","2016.08.31 09:20:11 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:20:11 +0000","1970.01.01 00:00:00 +0000","0","166","2","https://api.crowdee.de/v1/files/94c85d822949d03d165b014507f527b5"
"3C50E13CCD0DFC5","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","12","2016.08.31 09:20:12 +0000","2016.08.31 09:20:13 +0000","2016.08.31 09:20:25 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:20:25 +0000","1970.01.01 00:00:00 +0000","0","54","2","https://api.crowdee.de/v1/files/c4dcdfc2fe6d4264ac6382669ae90a60"
"A5E78DEC826EEE2","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","12","2016.08.31 09:20:27 +0000","2016.08.31 09:20:28 +0000","2016.08.31 09:20:40 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:20:40 +0000","1970.01.01 00:00:00 +0000","0","151","2","https://api.crowdee.de/v1/files/3617e3f2a050184b7f0b83bf4f289267"
"52E91D577B613D9","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","18","2016.08.31 09:20:41 +0000","2016.08.31 09:20:42 +0000","2016.08.31 09:21:00 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:21:00 +0000","1970.01.01 00:00:00 +0000","0","156","2","https://api.crowdee.de/v1/files/57336908c08aa175ae37832fe4b9ff55"
"5808BAEEE6BFA58","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","16","2016.08.31 09:21:01 +0000","2016.08.31 09:21:02 +0000","2016.08.31 09:21:18 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:21:18 +0000","1970.01.01 00:00:00 +0000","0","167","2","https://api.crowdee.de/v1/files/024c4aff3561469d85d81b3d1204d92a"
"C2A8D58A155B6FA","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","13","2016.08.31 09:21:19 +0000","2016.08.31 09:21:20 +0000","2016.08.31 09:21:33 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:21:33 +0000","1970.01.01 00:00:00 +0000","0","45","2","https://api.crowdee.de/v1/files/677091b68c861fc8497e1ac3d143d3da"
"87F7F1148574993","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","12","2016.08.31 09:21:35 +0000","2016.08.31 09:21:35 +0000","2016.08.31 09:21:48 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:21:48 +0000","1970.01.01 00:00:00 +0000","0","154","2","https://api.crowdee.de/v1/files/94cbd5db8ab49d6104ededb994c4813f"
"25CDCBFA228B822","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","14","2016.08.31 09:21:49 +0000","2016.08.31 09:21:50 +0000","2016.08.31 09:22:05 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:22:05 +0000","1970.01.01 00:00:00 +0000","0","157","2","https://api.crowdee.de/v1/files/cbe4017a5424e1a26094a37e9f15edf3"
"12EF10621A06182","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","16","2016.08.31 09:22:06 +0000","2016.08.31 09:22:07 +0000","2016.08.31 09:22:23 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:22:23 +0000","1970.01.01 00:00:00 +0000","0","170","2","https://api.crowdee.de/v1/files/db3930e4a72b2449f3625010732ade2c"
"C3284D9E38FA0D7","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","12","2016.08.31 09:22:25 +0000","2016.08.31 09:22:26 +0000","2016.08.31 09:22:38 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:22:38 +0000","1970.01.01 00:00:00 +0000","0","49","2","https://api.crowdee.de/v1/files/e72c9d11dc5b2d45bc5fb8f23b9c06c1"
"C85A00DFB4E0602","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","13","2016.08.31 09:22:39 +0000","2016.08.31 09:22:40 +0000","2016.08.31 09:22:54 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:22:54 +0000","1970.01.01 00:00:00 +0000","0","62","2","https://api.crowdee.de/v1/files/024c4aff3561469d85d81b3d1204d92a"
"10A0A7B3DC390B1","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","13","2016.08.31 09:22:55 +0000","2016.08.31 09:22:57 +0000","2016.08.31 09:23:10 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:23:10 +0000","1970.01.01 00:00:00 +0000","0","143","2","https://api.crowdee.de/v1/files/54254900880f878ab8a7e9619bc15aeb"
"82465E631B682CC","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","13","2016.08.31 09:23:12 +0000","2016.08.31 09:23:12 +0000","2016.08.31 09:23:26 +0000","2016.09.01 10:40:44 +0000","","2016.09.05 09:23:26 +0000","1970.01.01 00:00:00 +0000","0","52","2","https://api.crowdee.de/v1/files/cdc4cf931b2e210a02931b3a3f9980fb"
"BBFC0474E300447","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","12","2016.08.31 09:23:27 +0000","2016.08.31 09:23:27 +0000","2016.08.31 09:23:40 +0000","2016.09.01 10:41:00 +0000","","2016.09.05 09:23:40 +0000","1970.01.01 00:00:00 +0000","0","64","2","https://api.crowdee.de/v1/files/e72c9d11dc5b2d45bc5fb8f23b9c06c1"
"7865B93C8A2EB02","Sympathie_2016-07-19T09:06:50.175Z","A9C504B411","ACCEPTED","12","2016.08.31 09:23:41 +0000","2016.08.31 09:23:42 +0000","2016.08.31 09:23:54 +0000","2016.09.01 10:41:00 +0000","","2016.09.05 09:23:54 +0000","1970.01.01 00:00:00 +0000","0","157","2","https://api.crowdee.de/v1/files/dd4705786bd38a58ab015373bb37b4f5"
"8DA5065D0EC1CC5","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","99","2016.08.31 09:31:26 +0000","2016.08.31 09:31:26 +0000","2016.08.31 09:33:05 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:33:05 +0000","1970.01.01 00:00:00 +0000","0","126","2","https://api.crowdee.de/v1/files/c7c636169515124637ddf12b0172ddae"
"4A78DAC09B7376B","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","42","2016.08.31 09:33:08 +0000","2016.08.31 09:33:08 +0000","2016.08.31 09:33:50 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:33:50 +0000","1970.01.01 00:00:00 +0000","0","122","2","https://api.crowdee.de/v1/files/063be33cb56519eaef97843b98d5a412"
"5170F475D29B23F","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","30","2016.08.31 09:33:52 +0000","2016.08.31 09:33:53 +0000","2016.08.31 09:34:23 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:34:23 +0000","1970.01.01 00:00:00 +0000","0","143","2","https://api.crowdee.de/v1/files/1f99d1d0754749adad7aff1d5e200dec"
"B34CEA5F9BA36D9","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","41","2016.08.31 09:34:25 +0000","2016.08.31 09:34:25 +0000","2016.08.31 09:35:07 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:35:07 +0000","1970.01.01 00:00:00 +0000","0","71","2","https://api.crowdee.de/v1/files/c4dcdfc2fe6d4264ac6382669ae90a60"
"46742A111C5AB32","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","25","2016.08.31 09:35:08 +0000","2016.08.31 09:35:09 +0000","2016.08.31 09:35:35 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:35:35 +0000","1970.01.01 00:00:00 +0000","0","148","2","https://api.crowdee.de/v1/files/7f841a6ad8240f42b6f4e0e8388f705e"
"B1004E986EB12F3","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","27","2016.08.31 09:35:36 +0000","2016.08.31 09:35:36 +0000","2016.08.31 09:36:03 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:36:03 +0000","1970.01.01 00:00:00 +0000","0","156","2","https://api.crowdee.de/v1/files/b598d7594cbcf72008a4bd92a6d14c40"
"7E89253FB76CF82","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","24","2016.08.31 09:36:05 +0000","2016.08.31 09:36:05 +0000","2016.08.31 09:36:29 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:36:29 +0000","1970.01.01 00:00:00 +0000","0","136","2","https://api.crowdee.de/v1/files/59fdf8b6670de24a81f3286d9c4175ab"
"6809A2710371876","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","23","2016.08.31 09:36:31 +0000","2016.08.31 09:36:32 +0000","2016.08.31 09:36:55 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:36:55 +0000","1970.01.01 00:00:00 +0000","0","51","2","https://api.crowdee.de/v1/files/5fe5ccbc32616786639e1f0e3b12a31e"
"F7F17B33E2EB845","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","27","2016.08.31 09:36:57 +0000","2016.08.31 09:36:57 +0000","2016.08.31 09:37:25 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:37:25 +0000","1970.01.01 00:00:00 +0000","0","112","2","https://api.crowdee.de/v1/files/3d338a920f5acbc1b0c65e704caf2d8a"
"009A7F4E45A2F86","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","24","2016.08.31 09:37:26 +0000","2016.08.31 09:37:27 +0000","2016.08.31 09:37:51 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:37:51 +0000","1970.01.01 00:00:00 +0000","0","143","2","https://api.crowdee.de/v1/files/22bc3cb08e67bb341ec9c4981e396b2e"
"1749AE41B296C4A","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","24","2016.08.31 09:37:54 +0000","2016.08.31 09:37:54 +0000","2016.08.31 09:38:19 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:38:19 +0000","1970.01.01 00:00:00 +0000","0","140","2","https://api.crowdee.de/v1/files/60e15d888500d66d527900cfd3232814"
"D93E1B4687F17E1","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","27","2016.08.31 09:38:20 +0000","2016.08.31 09:38:21 +0000","2016.08.31 09:38:48 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:38:48 +0000","1970.01.01 00:00:00 +0000","0","28","2","https://api.crowdee.de/v1/files/5f5e238d78b417da1acc4ae04373ad31"
"D07F42E5E69DF34","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","21","2016.08.31 09:38:50 +0000","2016.08.31 09:38:51 +0000","2016.08.31 09:39:12 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:39:12 +0000","1970.01.01 00:00:00 +0000","0","143","2","https://api.crowdee.de/v1/files/bada7a93b427731e220d638622ec105d"
"7EA1258E528C732","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","23","2016.08.31 09:39:14 +0000","2016.08.31 09:39:14 +0000","2016.08.31 09:39:38 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:39:38 +0000","1970.01.01 00:00:00 +0000","0","59","2","https://api.crowdee.de/v1/files/a97c4bf57414d4d4e2e771d43173ac8e"
"D52CEC7CD9940B1","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","23","2016.08.31 09:39:39 +0000","2016.08.31 09:39:40 +0000","2016.08.31 09:40:03 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:40:03 +0000","1970.01.01 00:00:00 +0000","0","123","2","https://api.crowdee.de/v1/files/4f334dcbe6824c9e23d148effb748ae8"
"3E7C7C9C5341868","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","22","2016.08.31 09:40:05 +0000","2016.08.31 09:40:05 +0000","2016.08.31 09:40:27 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:40:27 +0000","1970.01.01 00:00:00 +0000","0","118","2","https://api.crowdee.de/v1/files/b9d6fd169bef552b60abddb5b497534b"
"A845266AB7497C9","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","21","2016.08.31 09:40:28 +0000","2016.08.31 09:40:29 +0000","2016.08.31 09:40:51 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:40:51 +0000","1970.01.01 00:00:00 +0000","0","172","2","https://api.crowdee.de/v1/files/909c7ead6aad0ac32eec753bda267666"
"2A8D54CD1012431","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","23","2016.08.31 09:40:52 +0000","2016.08.31 09:40:53 +0000","2016.08.31 09:41:16 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:41:16 +0000","1970.01.01 00:00:00 +0000","0","155","2","https://api.crowdee.de/v1/files/22bc3cb08e67bb341ec9c4981e396b2e"
"DCE669AA3036414","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","21","2016.08.31 09:41:18 +0000","2016.08.31 09:41:18 +0000","2016.08.31 09:41:39 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:41:39 +0000","1970.01.01 00:00:00 +0000","0","155","2","https://api.crowdee.de/v1/files/22bc3cb08e67bb341ec9c4981e396b2e"
"251B4809D820EDF","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","22","2016.08.31 09:41:41 +0000","2016.08.31 09:41:42 +0000","2016.08.31 09:42:04 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:42:04 +0000","1970.01.01 00:00:00 +0000","0","130","2","https://api.crowdee.de/v1/files/063be33cb56519eaef97843b98d5a412"
"202DF72C56A6FDF","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","26","2016.08.31 09:42:06 +0000","2016.08.31 09:42:06 +0000","2016.08.31 09:42:33 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:42:33 +0000","1970.01.01 00:00:00 +0000","0","135","2","https://api.crowdee.de/v1/files/59fdf8b6670de24a81f3286d9c4175ab"
"328C80A2CC865B9","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","20","2016.08.31 09:42:34 +0000","2016.08.31 09:42:34 +0000","2016.08.31 09:42:55 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:42:55 +0000","1970.01.01 00:00:00 +0000","0","74","2","https://api.crowdee.de/v1/files/0d1c0d995859c36ead2d80dd203f9b2d"
"5C600F2CADE74A1","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","22","2016.08.31 09:42:57 +0000","2016.08.31 09:42:57 +0000","2016.08.31 09:43:20 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:43:20 +0000","1970.01.01 00:00:00 +0000","0","38","2","https://api.crowdee.de/v1/files/d31ffe1dcaf11fb7ab9f51727308a774"
"6F51F8FFD956663","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","23","2016.08.31 09:43:22 +0000","2016.08.31 09:43:22 +0000","2016.08.31 09:43:45 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:43:45 +0000","1970.01.01 00:00:00 +0000","0","74","2","https://api.crowdee.de/v1/files/cdc4cf931b2e210a02931b3a3f9980fb"
"327F2644711FF6D","Sympathie_2016-07-19T09:06:50.175Z","29A9BE5677","ACCEPTED","22","2016.08.31 09:43:46 +0000","2016.08.31 09:43:47 +0000","2016.08.31 09:44:09 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 09:44:09 +0000","1970.01.01 00:00:00 +0000","0","126","2","https://api.crowdee.de/v1/files/6abbcbda295934d860f12b9b9b27a07f"
"9EBB2544ADF4953","Sympathie_2016-07-19T09:06:50.175Z","CD9BEE25D5","ACCEPTED","86","2016.08.31 13:48:44 +0000","2016.08.31 13:48:44 +0000","2016.08.31 13:50:10 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 13:50:10 +0000","1970.01.01 00:00:00 +0000","0","118","2","https://api.crowdee.de/v1/files/efc8f7c5b33dcbf13a6c9367f092c975"
"33CBFA41515C8EE","Sympathie_2016-07-19T09:06:50.175Z","CD9BEE25D5","ACCEPTED","20","2016.08.31 13:50:12 +0000","2016.08.31 13:50:12 +0000","2016.08.31 13:50:33 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 13:50:33 +0000","1970.01.01 00:00:00 +0000","0","1","2","https://api.crowdee.de/v1/files/f848ed90290ef02ea5587a338bf29f4b"
"B9A627401979562","Sympathie_2016-07-19T09:06:50.175Z","CD9BEE25D5","ACCEPTED","22","2016.08.31 13:50:34 +0000","2016.08.31 13:50:35 +0000","2016.08.31 13:50:57 +0000","2016.09.01 14:31:16 +0000","","2016.09.05 13:50:57 +0000","1970.01.01 00:00:00 +0000","0","1","2","https://api.crowdee.de/v1/files/705804f4db2b8da54a9db8261eaad95d"
"108B997F046D048","Sympathie_2016-07-19T09:06:50.175Z","CD9BEE25D5","ACCEPTED","22","2016.08.31 13:50:59 +0000","2016.08.31 13:50:59 +0000","2016.08.31 13:51:21 +0000","2016.09.01 14:32:10 +0000","","2016.09.05 13:51:21 +0000","1970.01.01 00:00:00 +0000","0","157","2","https://api.crowdee.de/v1/files/6e95386bf0cb1b1b3d30c2c7cffc4b4e"
"2746923C71BDF1F","Sympathie_2016-07-19T09:06:50.175Z","CD9BEE25D5","ACCEPTED","22","2016.08.31 13:51:27 +0000","2016.08.31 13:51:28 +0000","2016.08.31 13:51:50 +0000","2016.09.01 14:32:10 +0000","","2016.09.05 13:51:50 +0000","1970.01.01 00:00:00 +0000","0","4","2","https://api.crowdee.de/v1/files/8cde875914527adce8bf35cfb55410eb"
"53BC4B678063912","Sympathie_2016-07-19T09:06:50.175Z","CD9BEE25D5","ACCEPTED","22","2016.08.31 13:51:52 +0000","2016.08.31 13:51:52 +0000","2016.08.31 13:52:15 +0000","2016.09.01 14:32:10 +0000","","2016.09.05 13:52:15 +0000","1970.01.01 00:00:00 +0000","0","1","2","https://api.crowdee.de/v1/files/87b8fa190e24bec667e0a712fefdc163"
"F9341696F9BEBB5","Sympathie_2016-07-19T09:06:50.175Z","CD9BEE25D5","ACCEPTED","31","2016.08.31 13:52:17 +0000","2016.08.31 13:52:17 +0000","2016.08.31 13:52:49 +0000","2016.09.01 14:32:10 +0000","","2016.09.05 13:52:49 +0000","1970.01.01 00:00:00 +0000","0","67","2","https://api.crowdee.de/v1/files/59fdf8b6670de24a81f3286d9c4175ab"
